point_code,Block,X,Y,Obs,Month,Day,Year,Elevation,Aspect,Slope,Prism,Prism BA (ft2/ac),LL Center,LL rand 1,LL rand 2,Woody Center,Woody rand 1,Woody rand 2,Herb Center,Herb rand 1,Herb rand 2,Fern Center,Fern rand 1,Fern rand 2,Rubus Center,Rubus rand 1,Rubus rand 2,Bare/Rock Center,Bare/Rock rand 1,Bare/Rock rand 2,Moss Center,Moss rand 1,Moss rand 2,CWD Center,CWD rand 1,CWD rand 2,Notes,<1.5m,>1.5m,Total,Transect Length,Std <1.5m,Std >1.5m,distance_to_forest_edge_m,canopy_cover_50m_avg
RK645,SGL025,-78.5530014,41.5253983,ACB,6,30,2020,626.8064929,245.1952073,2.179680057,13,130,73,50,60,0,0,10,20,5,10,5,45,20,0,0,0,2,0,0,0,0,0,0,0,0,,11,7,18,10,1.1,0.7,429.5346375,87
RK646,SGL025,-78.5121994,41.5383987,CJF,6,27,2020,668.8140897,7.455692031,1.143730389,13,130,15,20,22,0,0,3,5,10,0,80,70,60,0,0,0,0,0,0,0,0,15,0,0,0,,0,2,2,10,0,0.2,331.3608093,85.44444444
RK647,SGL025,-78.5231018,41.5026016,ACB,6,25,2020,614.5233688,126.0255096,2.149968973,9,90,70,80,20,10,0,0,10,10,20,10,0,40,0,0,0,0,10,20,0,0,0,0,0,0,,5,3,8,10,0.5,0.3,706.1161499,84.875
RK648,SGL025,-78.5158997,41.5516014,JCK CJF,6,29,2020,626.1876355,341.816084,0.921646906,6,60,15,30,60,5,30,2,35,5,3,5,30,20,5,0,0,10,0,0,25,5,15,0,0,1,,3,7,10,10,0.3,0.7,0,71.25
RK649,SGL025,-78.5824966,41.5119019,BER ,6,27,2020,607.8332501,10.47801152,2.235067624,14,140,95,45,55,0,2,15,5,0,15,0,50,15,0,0,0,0,0,0,0,0,0,0,0,1,,3,17,20,10,0.3,1.7,241.8677368,84.55555556
RK650,SGL025,-78.5372009,41.4892006,BER ,6,26,2020,593.6151485,145.8734899,1.879805588,19,190,50,30,50,0,0,15,10,10,10,40,60,20,0,0,0,0,0,0,0,0,5,1,0,0,,1,1,2,10,0.1,0.1,152.9705811,90.125
RK651,SGL025,-78.5491028,41.4962997,ACB,6,26,2020,663.2897223,63.87545779,1.307079568,13,130,60,40,35,5,40,30,5,0,5,30,20,0,0,0,0,0,0,0,0,0,30,0,0,1,,3,1,4,10,0.3,0.1,192.0937347,89.75
RK652,SGL025,-78.6380005,41.5172997,JCK CJF,7,4,2020,555.148612,299.4488337,2.424308075,10,100,75,65,95,15,0,0,0,0,0,10,35,0,0,0,0,0,0,0,0,0,5,0,0,0,,9,1,10,10,0.9,0.1,323.1098938,87.125
RK653,SGL025,-78.5485001,41.5182991,BER ,6,29,2020,657.7249747,243.8879966,1.729738107,13,130,30,30,20,2,0,0,10,20,55,58,50,25,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,10,0.1,0,241.8677368,84.88888889
RK654,SGL025,-78.607399,41.5466995,BER ,7,2,2020,518.9725202,158.3172978,1.190959487,13,130,0,65,35,0,10,5,60,15,10,30,5,0,0,0,0,0,0,0,10,5,50,0,1,0,,3,0,3,10,0.3,0,60,83.875
RK655,SGL025,-78.5428009,41.4948006,BER ,6,25,2020,627.6353231,121.8072733,1.447738372,20,200,90,60,45,0,0,0,0,0,5,10,10,0,0,0,0,0,20,0,0,10,0,0,0,0,,6,6,12,10,0.6,0.6,271.6615601,79.375
RK656,SGL025,-78.6216965,41.4985008,BER,7,6,2020,618.1496877,235.950628,1.236632127,13,130,85,90,45,0,5,5,2,5,5,13,0,45,0,0,0,0,0,0,0,0,0,0,0,2,,47,8,55,10,4.7,0.8,782.3042603,81.125
RK657,SGL025,-78.5348969,41.5186996,ACB,6,29,2020,671.2864742,197.4268057,0.957372842,16,160,65,80,0,0,0,0,15,0,90,20,20,0,0,0,0,0,0,0,0,0,10,0,0,0,,1,0,1,10,0.1,0,218.4032898,86.875
RK658,SGL025,-78.5322037,41.4966011,ACB,6,25,2020,615.090061,138.8319959,1.85470637,15,150,60,95,5,0,0,0,10,5,5,0,0,90,0,0,0,30,0,0,0,0,0,0,0,0,,5,1,6,10,0.5,0.1,324.4996338,88.11111111
RK659,SGL025,-78.5596008,41.5015984,ACB,6,26,2020,660.0688335,352.3631517,1.419243666,10,100,40,40,60,0,0,20,0,10,0,60,0,20,0,0,0,0,0,0,0,50,0,0,1,1,,4,0,4,10,0.4,0,362.491394,85.25
RK660,SGL025,-78.6014023,41.5415993,BER ,7,2,2020,550.1363751,286.0042135,2.140031215,18,180,96,84,40,2,10,0,2,0,15,0,1,45,0,0,0,0,0,0,5,0,0,0,0,0,,6,6,12,10,0.6,0.6,361.2478333,83.75
RK661,SGL034,-78.3332977,41.2060013,"HAP, JTL",6,23,2020,628.609024,123.7000579,0.725650945,20,200,70,50,90,7,5,8,17,10,2,6,30,0,0,0,0,0,0,0,0,5,0,0,1,0,,0,3,3,10,0,0.3,94.86833191,86.42857143
RK662,SGL025,-78.5307999,41.5442009,CJF,6,29,2020,657.2371617,274.6303375,1.065451672,14,140,25,95,20,5,5,0,0,0,60,50,0,20,0,0,0,0,0,0,20,0,0,0,0,0,,5,4,9,10,0.5,0.4,509.1168518,84.25
RK663,SGL025,-78.5198975,41.5327988,JCK CJF,6,30,2020,680.6123702,87.9198242,0.477219655,10,100,20,65,40,0,15,5,70,0,20,0,15,10,10,5,20,0,0,0,0,0,5,0,0,0,,3,4,7,10,0.3,0.4,30,48.25
RK664,SGL025,-78.538002,41.5368004,CJF,6,30,2020,614.8927184,288.2972854,1.681538791,13,130,80,50,70,0,0,5,0,0,0,15,50,25,5,0,0,0,0,0,0,0,0,0,0,0,,1,5,6,10,0.1,0.5,930.4837646,85.66666667
RK665,SGL025,-78.5214996,41.549099,CJF,6,29,2020,626.1876355,341.816084,0.921646906,13,130,70,90,40,5,5,0,5,0,0,20,0,10,0,5,0,0,0,0,0,0,50,0,1,1,,1,6,7,10,0.1,0.6,120,82.5
RK666,SGL025,-78.5651016,41.531601,BER ,7,3,2020,614.8333131,296.5499222,0.385689472,17,170,10,50,70,5,0,15,5,20,15,80,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,3,10,0,0.3,108.1665344,85.5
RK667,SGL025,-78.5770035,41.5340996,JCK CJF,7,6,2020,632.7365885,288.1990926,0.573412007,11,110,75,70,25,5,5,0,0,0,5,15,25,70,0,0,0,0,0,0,5,0,0,1,0,0,,8,7,15,10,0.8,0.7,150,87
RK668,SGL025,-78.6299973,41.4590988,JCK ACB,7,2,2020,633.1222657,69.98138822,0.642166621,7,70,45,40,25,5,0,0,10,0,0,40,40,30,0,0,0,0,5,15,0,15,30,0,2,0,,2,2,4,10,0.2,0.2,900,82.55555556
RK669,SGL025,-78.5895004,41.5517998,CJF,7,2,2020,549.3205387,271.8671315,1.813825106,3,30,78,40,85,0,0,0,0,0,5,10,60,0,2,0,5,0,0,0,10,0,5,0,1,1,,0,12,12,10,0,1.2,551.543335,83.125
RK670,SGL025,-78.6205978,41.4650002,ACB,7,1,2020,622.8514355,286.1579861,0.568883905,12,120,60,80,95,5,5,5,5,5,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,5,8,10,0.3,0.5,540,83.55555556
RK671,SGL025,-78.5223999,41.5447006,JCK CJF,6,29,2020,663.1559018,332.9065325,1.094623309,8,80,45,75,40,5,15,0,15,2,5,35,3,50,0,0,5,0,0,0,0,5,0,0,0,0,,1,12,13,10,0.1,1.2,0,56.88888889
RK672,SGL025,-78.6115036,41.4594994,ACB,7,1,2020,634.9123609,226.3922204,0.633345284,7,70,100,65,95,0,0,3,0,0,2,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,,0,17,17,10,0,1.7,150,80
RK673,SGL025,-78.6343994,41.4580002,ACB,7,1,2020,633.1222657,69.98138822,0.642166621,7,70,85,75,70,10,0,0,5,0,0,0,25,10,0,0,0,0,0,0,0,0,20,0,0,0,,3,13,16,10,0.3,1.3,530.7542114,80.5
RK674,SGL025,-78.572197,41.527401,ACB,7,2,2020,612.7204279,184.8694334,1.602512716,11,110,70,10,65,5,5,10,5,5,5,20,80,10,0,0,0,0,0,0,0,0,10,0,0,1,,4,6,11,10,0.4,0.6,512.6401978,84.11111111
RK675,SGL025,-78.5339966,41.5373001,JCK CJF,6,30,2020,642.9049826,280.7980033,1.619941697,14,140,20,25,35,0,5,0,20,15,25,60,50,30,0,5,10,0,0,0,0,0,0,0,0,0,,1,3,4,10,0.1,0.3,1124.499878,85.625
RK676,SGL025,-78.5214005,41.5400009,CJF,6,29,2020,663.1559018,332.9065325,1.094623309,17,170,45,30,50,0,5,0,0,20,5,25,10,25,25,20,20,0,0,0,5,15,0,0,2,0,,4,2,6,10,0.4,0.2,90,84.66666667
RK677,SGL025,-78.5789032,41.4981003,ACB,6,30,2020,639.2462202,302.9538503,0.936771431,9,90,90,5,10,0,0,20,5,0,10,5,90,60,0,5,0,0,0,0,0,0,0,0,0,0,,6,10,16,10,0.6,1,210,88.66666667
RK678,SGL025,-78.6026001,41.5251999,JCK CJF,7,3,2020,542.7561913,335.2579638,0.596652235,13,130,80,90,60,0,0,5,0,5,0,10,5,20,0,0,0,0,0,0,10,0,15,0,0,1,,10,17,27,10,1,1.7,318.9043884,82.125
RK679,SGL025,-78.6307983,41.464901,ACB,7,1,2020,611.8817444,331.823079,1.063348358,13,130,75,60,85,5,0,2,0,0,3,15,5,10,0,0,0,0,5,0,5,30,0,0,1,0,,1,0,1,10,0.1,0,375.8989258,83.25
RK680,SGL025,-78.6156006,41.4645996,JCK ACB,7,2,2020,634.9123609,226.3922204,0.633345284,10,100,75,85,90,7,8,10,0,2,0,10,0,0,0,0,0,5,0,0,3,5,0,0,0,0,,1,7,8,10,0.1,0.7,424.2640686,82.75
RK681,SGL025,-78.5814972,41.5526009,CJF,7,2,2020,594.2573676,260.5050963,1.789894707,9,90,98,65,80,2,0,0,0,4,10,0,30,10,0,1,0,0,0,0,0,0,0,0,0,0,,0,6,6,10,0,0.6,256.3200989,81.5
RK682,SGL034,-78.2360992,41.2145004,BER ,7,1,2020,581.1340759,242.5953115,1.847544207,7,70,59,68,59,22,5,25,0,1,10,30,1,3,1,0,0,0,15,0,8,10,3,0,0,0,,9,2,11,10,0.9,0.2,496.5883789,84.375
RK683,SGL034,-78.2641983,41.2174988,"HAP, JTL",6,30,2020,563.9840586,39.03461264,0.171475126,3,30,85,0,85,11,100,7,0,0,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,0,24,24,10,0,2.4,331.3608093,76.125
RK684,SGL034,-78.2565002,41.2131004,"HAP, JTL",6,30,2020,586.7916223,32.08373195,1.786655435,8,80,89,86,79,9,4,17,0,8,1,1,0,3,0,0,0,0,2,0,1,0,0,0,0,0,,2,6,8,10,0.2,0.6,420,86.25
RK685,SGL034,-78.2416,41.2155991,"HAP, JTL",6,30,2020,534.5380486,225.5671417,0.475692372,9,90,67,98,96,0,1,2,0,1,0,22,0,0,0,0,0,8,0,2,3,0,0,0,0,0,,1,7,7,10,0.1,0.7,256.3200989,85.375
RK686,SGL034,-78.2027969,41.219799,BER ,7,1,2020,615.7160269,211.0786184,0.530016092,3,30,14,8,0,3,0,0,75,90,0,7,1,100,0,1,0,0,0,0,0,0,0,0,0,0,,8,0,8,10,0.8,0,240,81.625
RK687,SGL034,-78.3302994,41.2308006,"HAP, JTL",6,23,2020,658.3655037,274.4991847,0.400908734,13,130,29,34,20,0,0,10,1,0,2,70,65,68,0,0,0,0,0,0,0,1,0,0,0,0,,2,1,3,10,0.2,0.1,270,87.11111111
RK688,SGL034,-78.2612991,41.2198982,"HAP, JTL",6,30,2020,563.9840586,39.03461264,0.171475126,9,90,97,60,98,0,5,0,1,15,1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,,5,4,9,10,0.5,0.4,664.0783081,83.25
RK689,SGL034,-78.2192993,41.2186012,BER ,7,1,2020,605.6695515,215.8397686,0.78657823,11,110,0,0,20,0,0,0,10,3,5,90,95,75,0,0,0,0,0,0,0,2,0,0,0,0,,0,0,0,10,0,0,488.3645935,83.55555556
RK690,SGL034,-78.3235016,41.243,"HAP, JTL",6,19,2020,663.0638727,87.57873084,0.523501344,20,200,10,14,25,0,1,5,5,5,5,85,80,65,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,258.0697632,82.125
RK691,SGL034,-78.2396011,41.2186012,"HAP, JTL",6,30,2020,534.5380486,225.5671417,0.475692372,10,100,70,15,10,10,0,0,0,0,0,15,85,90,0,0,0,0,0,0,5,0,0,0,0,0,,0,1,1,10,0,0.1,323.1098938,82.875
RK692,SGL034,-78.325798,41.2384987,"HAP, JTL",6,19,2020,657.4428895,110.8505553,0.244394801,11,110,15,55,15,0,5,5,0,0,0,85,40,80,0,0,0,0,0,0,0,0,0,0,0,0,,20,1,21,10,2,0.1,150,82.42857143
RK693,SGL034,-78.209198,41.2172012,BER ,7,1,2020,612.7630122,215.1717136,0.604708083,14,140,60,20,55,15,0,0,0,5,5,20,75,15,0,0,0,0,0,0,5,0,25,0,0,1,,0,4,4,10,0,0.4,300,82.88888889
RK694,SGL034,-78.2301025,41.2154007,BER ,7,1,2020,594.9510593,225.0391427,1.228925331,6,60,25,73,90,0,0,0,0,2,0,70,15,5,0,0,0,0,0,0,5,10,5,0,1,1,,0,11,11,10,0,1.1,247.3863373,82.2
RK695,SGL034,-78.2055969,41.2142982,BER ,7,1,2020,609.0621156,222.6770272,0.576524717,8,80,0,30,0,0,20,0,0,45,0,100,0,100,0,0,0,0,0,0,0,5,0,0,0,0,,4,0,4,10,0.4,0,432.6661377,80.66666667
RK696,SGL034,-78.3259964,41.2289009,"HAP, JTL",6,23,2020,662.2772858,65.27801492,0.914798324,9,90,88,97,94,2,2,5,0,1,3,0,0,2,0,0,0,5,0,1,5,0,5,0,0,0,,0,15,15,10,0,1.5,483.7354736,86.625
RK697,SGL025,-78.5453033,41.5339012,JCK CJF,6,30,2020,647.6748728,304.8906606,1.833272333,19,190,20,50,40,0,0,0,0,0,0,80,40,30,0,5,0,0,0,0,0,5,30,1,0,2,,0,4,4,10,0,0.4,530.7542114,87.75
RK698,SGL025,-78.5531006,41.5331001,CJF,6,30,2020,627.128778,295.5451268,1.414087752,9,90,15,30,45,0,0,0,0,0,10,80,70,40,5,0,5,0,0,0,0,0,0,1,0,0,,0,7,7,10,0,0.7,379.4733276,85.57142857
RK699,SGL025,-78.5562973,41.5209999,BER ,6,30,2020,626.8064929,245.1952073,2.179680057,10,100,50,50,20,10,0,0,2,5,10,30,40,65,5,3,0,0,0,0,3,2,5,0,0,0,,1,1,2,10,0.1,0.1,90,83.88888889
RK700,SGL034,-78.3305969,41.2402992,"HAP, JTL",6,19,2020,657.4428895,110.8505553,0.244394801,5,50,20,44,57,5,15,0,10,0,1,65,40,40,0,1,2,0,0,0,0,0,0,0,0,3,,3,23,26,10,0.3,2.3,335.4101868,84.33333333
RK701,SGL034,-78.3159027,41.2396011,"HAP, JTL",6,19,2020,644.3120178,94.85382183,1.249313851,2,20,60,84,50,15,15,20,0,1,10,20,0,5,5,0,15,0,0,0,0,0,0,0,0,0,,33,42,75,10,3.3,4.2,494.7726746,81.77777778
RK702,SGL034,-78.3214035,41.2412987,"HAP, JTL",6,19,2020,644.3120178,94.85382183,1.249313851,2,20,5,54,40,0,25,5,15,1,0,20,5,50,60,15,5,0,0,0,0,0,0,0,1,0,,1,4,5,10,0.1,0.4,276.5863342,81.77777778
RK703,SGL025,-78.6328964,41.4814987,CJF,7,5,2020,573.1499226,270.798179,1.977446332,16,160,85,80,98,0,5,0,10,0,0,0,10,2,0,0,0,0,0,0,5,5,0,1,0,1,measured circumference,6,1,7,10,0.6,0.1,646.2197876,81.375
RK704,SGL025,-78.631897,41.4835014,CJF,7,5,2020,573.1499226,270.798179,1.977446332,5,50,95,72,99,0,3,0,2,0,1,3,20,0,0,0,0,0,0,0,0,5,0,0,1,2,measured circumference,1,18,19,10,0.1,1.8,715.6116333,80.22222222
RK705,SGL025,-78.626503,41.4804993,CJF,7,5,2020,612.8970691,302.0662362,1.246950819,1,10,90,85,65,10,5,5,0,5,0,0,5,20,0,0,0,0,0,10,0,0,0,0,0,0,measured circumference,2,42,44,10,0.2,4.2,174.9285583,80.88888889
RK706,SGL025,-78.5549011,41.4976006,ACB,6,26,2020,663.2897223,63.87545779,1.307079568,7,70,29,5,15,0,0,0,30,0,10,40,95,15,1,0,0,0,0,50,0,0,10,0,0,0,,0,2,2,10,0,0.2,566.0388794,78.66666667
RK707,SGL025,-78.5634003,41.5023003,BER ,6,26,2020,660.0688335,352.3631517,1.419243666,9,90,60,85,50,5,0,5,0,0,15,30,10,20,0,0,0,0,0,0,5,5,10,0,0,0,,0,9,9,10,0,0.9,216.3330688,83.125
RK708,SGL025,-78.5677032,41.5035019,ACB,6,27,2020,609.3746777,345.8921793,2.313066165,3,30,0,0,45,0,0,5,0,0,0,0,20,30,100,80,0,0,0,0,0,0,20,0,1,0,,3,8,11,10,0.3,0.8,150,60
RK709,SGL025,-78.5726013,41.5004005,BER ,6,27,2020,656.9279446,320.2524806,1.492126381,8,80,98,98,90,2,2,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5,5,10,0,0.5,210,82.66666667
RK710,SGL025,-78.6303024,41.4800987,CJF,7,5,2020,612.8970691,302.0662362,1.246950819,11,110,30,90,75,5,5,0,5,0,0,60,5,10,0,0,0,0,0,5,0,0,10,0,0,1,measured circumference,10,11,21,10,1,1.1,379.4733276,78.22222222
RK711,SGL025,-78.5266037,41.4970016,BER ,6,25,2020,587.093309,127.658643,2.35379908,0,0,70,60,35,5,0,10,15,15,0,0,15,10,0,0,0,0,0,0,10,10,45,0,0,0,,6,78,84,10,0.6,7.8,560.446228,83.66666667
RK712,SGL025,-78.552002,41.4947014,BER ,6,26,2020,663.2897223,63.87545779,1.307079568,2,20,65,0,10,10,0,0,15,100,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,6,3,9,10,0.6,0.3,480.9365845,73.25
RK713,SGL025,-78.5823975,41.5367012,BER ,7,2,2020,632.7365885,288.1990926,0.573412007,1,10,95,10,75,0,0,10,0,0,10,0,40,3,5,50,0,0,0,2,0,0,0,0,0,0,,3,13,16,10,0.3,1.3,90,80.22222222
RK714,SGL025,-78.5784988,41.5295982,BER ,7,3,2020,591.3172592,202.1555808,2.049727844,2,20,5,50,10,10,0,0,70,0,0,10,30,5,5,20,85,0,0,0,0,0,0,0,0,0,,10,13,23,10,1,1.3,30,79.75
RK715,SGL025,-78.5196991,41.5546989,CJF,6,29,2020,626.1876355,341.816084,0.921646906,1,10,5,60,80,0,5,5,95,30,5,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,,11,13,24,10,1.1,1.3,42.42640686,76.25
RK716,SGL025,-78.4977036,41.5465012,JCK CJF,6,27,2020,670.5563656,204.3507482,0.437210796,6,60,85,65,85,15,35,10,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,,4,21,25,10,0.4,2.1,127.279213,80.55555556
RK717,SGL025,-78.4936981,41.5451012,CJF,6,27,2020,670.5563656,204.3507482,0.437210796,3,30,35,60,60,5,10,0,20,10,30,35,10,5,0,0,0,0,0,0,5,10,5,0,2,0,,2,29,31,10,0.2,2.9,60,80.85714286
RK718,SGL025,-78.6399002,41.4828987,CJF,7,5,2020,573.1499226,270.798179,1.977446332,0,0,60,30,95,0,8,5,4,2,0,32,30,0,0,0,0,0,0,0,4,30,0,0,0,2,measured circumference,1,21,22,10,0.1,2.1,432.6661377,80.22222222
RK719,SGL025,-78.6267014,41.4830017,CJF,7,5,2020,612.8970691,302.0662362,1.246950819,6,60,90,90,90,0,10,5,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,2,measured circumference,2,42,44,10,0.2,4.2,445.9820557,81.44444444
RK720,SGL025,-78.627911,41.477391,CJF,7,5,2020,612.8970691,302.0662362,1.246950819,14,140,78,93,60,20,0,20,2,0,0,0,5,5,0,2,5,0,0,10,0,0,0,0,0,0,measured cirfumference,1,1,2,10,0.1,0.1,169.7056274,66.57142857
RK721,SGL025,-78.6169968,41.4784012,JCK CJF,7,6,2020,611.4020865,356.202126,1.139432141,1,10,80,25,25,10,15,60,5,0,0,5,60,10,0,0,5,0,0,0,0,0,0,0,2,2,,17,2,19,10,1.7,0.2,0,24.125
RK722,SGL025,-78.5410995,41.5178986,ACB,6,29,2020,671.2864742,197.4268057,0.957372842,3,30,20,2,20,20,98,40,30,0,40,0,0,0,0,0,0,0,0,0,30,0,0,1,0,0,,23,1,24,10,2.3,0.1,0,33.66666667
RK723,SGL025,-78.5385971,41.5201988,BER ,6,29,2020,671.2864742,197.4268057,0.957372842,1,10,0,30,0,15,60,20,60,10,65,0,0,0,5,0,0,10,0,13,5,0,2,0,0,0,,32,2,34,10,3.2,0.2,0,45.33333333
RK724,SGL025,-78.5871964,41.5334015,BER ,7,2,2020,625.6991144,265.3743717,1.558512672,0,0,0,5,10,0,0,25,5,10,20,0,60,0,95,25,20,0,0,0,0,0,5,0,0,2,,0,3,3,10,0,0.3,0,60.88888889
RK725,SGL025,-78.5000992,41.5391006,JCK CJF,6,27,2020,655.7455754,139.0779133,2.005288978,5,50,70,5,85,0,0,0,25,10,5,5,85,0,0,0,0,0,0,0,0,0,10,0,0,2,,1,6,7,10,0.1,0.6,84.85281372,81.22222222
RK726,SGL025,-78.4954987,41.5410995,CJF,6,27,2020,655.7455754,139.0779133,2.005288978,3,30,80,45,80,0,5,5,15,15,15,0,10,0,0,0,0,0,5,0,5,20,0,0,0,1,,0,18,18,10,0,1.8,42.42640686,83.3
RK727,SGL034,-78.3243027,41.1985016,"HAP, JTL",6,25,2020,635.7635512,260.970929,0.611436019,12,120,95,97,94,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,,1,2,3,10,0.1,0.2,0,40.625
RK728,SGL034,-78.322998,41.1954994,"HAP, JTL",6,25,2020,635.3633654,309.992108,0.449686905,11,110,96,75,79,2,15,5,2,10,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,30,49.11111111
RK729,SGL034,-78.2723999,41.2470016,"HAP, JTL",6,21,2020,588.9806347,151.7128166,0.81098872,17,170,90,93,70,10,3,10,0,3,1,0,1,1,0,0,0,0,0,18,0,0,0,0,0,0,,15,5,20,10,1.5,0.5,189.7366638,80.44444444
RK730,SGL034,-78.281601,41.2419014,"HAP, JTL",6,21,2020,584.3421695,86.1742279,0.616764705,17,170,10,15,10,10,5,0,65,15,15,0,65,75,15,0,0,0,0,0,0,0,0,0,0,0,,5,6,11,10,0.5,0.6,182.4828796,65.75
RK731,SGL034,-78.2160034,41.2089005,BER ,7,1,2020,595.2291543,234.0802651,0.958008046,10,100,80,92,20,12,3,1,8,0,0,0,0,79,0,0,0,0,5,0,1,0,0,0,0,0,,0,5,5,10,0,0.5,742.1589966,83.875
RK732,SGL034,-78.2490005,41.2104988,"HAP, JTL",6,30,2020,551.4866361,36.75072609,1.322442884,10,100,42,55,65,10,35,0,3,3,0,35,2,15,0,0,0,0,0,10,10,5,10,0,0,0,,5,6,11,10,0.5,0.6,161.5549469,88.875
RK733,SGL034,-78.2548981,41.2178001,"HAP, JTL",6,30,2020,553.1436774,80.64893289,0.904783172,13,130,40,60,45,47,25,0,0,10,7,10,3,33,0,0,0,0,0,0,3,2,15,0,0,0,,3,1,4,10,0.3,0.1,690.6518555,88.625
RK734,SGL034,-78.2975998,41.2458992,"HAP, JTL",6,24,2020,615.82488,116.2080384,1.418991072,16,160,5,35,80,0,2,3,0,3,0,94,2,7,0,0,0,0,0,0,1,8,10,0,0,0,,2,5,7,10,0.2,0.5,362.491394,76.44444444
RK735,SGL034,-78.3105011,41.2374001,"HAP, JTL",6,24,2020,626.008714,71.57613356,1.47300454,16,160,69,88,90,17,2,8,3,7,0,10,0,1,0,0,0,0,0,0,1,3,1,0,0,0,,6,3,9,10,0.6,0.3,424.2640686,81.33333333
RK736,SGL034,-78.3031998,41.2438011,"HAP, JTL",6,24,2020,608.637093,96.30935782,1.193122236,11,110,80,50,70,3,1,15,0,5,5,0,29,10,0,0,0,0,0,0,17,15,0,1,0,0,,5,14,19,10,0.5,1.4,189.7366638,82.25
RK737,SGL034,-78.2786026,41.2233009,"HAP, JTL",6,21,2020,590.9984031,74.73996215,1.565429592,17,170,30,20,20,3,15,10,2,5,3,65,60,65,0,0,0,0,0,0,0,0,2,0,0,0,,12,0,12,10,1.2,0,901.9978027,82.25
RK738,SGL034,-78.3184967,41.2335014,"HAP, JTL",6,24,2020,649.1628996,74.44250205,1.220199155,16,160,30,19,20,0,1,35,30,5,10,40,75,35,0,0,0,0,0,0,0,0,0,0,0,0,,10,9,19,10,1,0.9,182.4828796,88.125
RK739,SGL034,-78.3535004,41.2719002,"HAP, JTL",6,29,2020,648.7700485,325.7829601,0.85904292,16,160,25,45,15,10,2,5,35,3,40,20,45,40,0,0,0,0,0,0,10,5,0,2,0,1,,4,2,6,10,0.4,0.2,180,84.25
RK740,SGL034,-78.3429031,41.2731018,"HAP, JTL",6,29,2020,660.3531558,346.0733057,0.50378412,10,100,38,10,15,0,4,0,2,1,0,60,50,75,0,0,0,0,0,0,0,35,10,0,0,1,,0,0,0,10,0,0,212.1320343,82.25
RK741,SGL034,-78.3611984,41.2747993,"HAP, JTL",6,28,2020,643.9803479,295.5127728,2.283372453,2,20,7,75,0,0,5,0,3,5,0,87,10,100,0,0,0,1,5,0,2,0,0,0,0,0,,2,2,4,10,0.2,0.2,161.5549469,72.66666667
RK742,SGL034,-78.3592987,41.266201,"HAP, JTL",6,29,2020,655.1770249,280.6381867,0.437233152,3,30,18,95,98,0,3,1,2,0,1,80,0,0,0,0,0,0,0,0,0,2,0,1,0,0,,0,8,8,10,0,0.8,169.7056274,79.55555556
RK743,SGL034,-78.3479996,41.2682991,"HAP, JTL",6,29,2020,655.2148126,103.4327497,0.308969879,6,60,10,55,0,90,45,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16,0,16,10,1.6,0,0,36.25
RK744,SGL034,-78.3486023,41.273201,"HAP, JTL",6,29,2020,660.3531558,346.0733057,0.50378412,10,100,79,45,82,1,3,5,0,12,3,20,0,5,0,0,0,0,40,0,0,0,5,1,0,0,,0,0,0,10,0,0,90,55
RK745,SGL034,-78.3491974,41.276001,"HAP, JTL",6,29,2020,660.3531558,346.0733057,0.50378412,16,160,35,65,15,65,5,86,0,0,0,0,10,0,0,0,0,0,10,0,0,10,0,1,0,0,,35,7,43,10,3.5,0.7,408.0441284,86.25
RK746,SGL034,-78.3630981,41.2781982,"HAP, JTL",6,28,2020,643.9803479,295.5127728,2.283372453,9,90,7,50,75,0,0,2,0,10,3,93,40,13,0,0,0,0,0,7,0,0,0,0,2,0,,0,0,0,10,0,0,210,48.22222222
RK747,SGL034,-78.3662033,41.2748985,"HAP, JTL",6,28,2020,643.9803479,295.5127728,2.283372453,13,130,40,40,45,0,50,49,5,10,1,55,0,0,0,0,0,0,0,0,0,0,5,1,0,1,,9,0,9,10,0.9,0,254.5584259,85.25
RK748,SGL034,-78.3701019,41.2741013,"HAP, JTL",6,28,2020,608.6352706,289.7894278,4.820532602,14,140,69,30,30,15,70,3,5,0,0,10,0,57,0,0,0,0,0,0,1,0,10,0,1,1,,25,0,25,10,2.5,0,228.4731903,89.25
